order_id,customer_id,product_id,quantity,order_date,status
140,926,80,4,2023-12-24T13:17:46.724663,completed
141,374,24,3,2025-07-28T13:18:38.585062,completed
142,374,76,2,2025-07-28T13:18:38.585062,completed
143,806,94,3,2025-08-20T13:46:21.495317,cancelled
144,806,136,4,2025-08-20T13:46:21.495317,cancelled
145,806,129,3,2025-08-20T13:46:21.495317,completed
146,806,70,3,2025-08-20T13:46:21.495317,pending
147,806,43,4,2025-08-20T13:46:21.495317,cancelled
148,145,174,4,2024-05-16T04:54:58.007818,cancelled
149,145,186,5,2024-05-16T04:54:58.007818,completed
150,810,4,4,2024-10-12T21:54:46.701373,completed
151,810,68,3,2024-10-12T21:54:46.701373,completed
152,810,138,3,2024-10-12T21:54:46.701373,completed
153,810,32,2,2024-10-12T21:54:46.701373,completed
154,635,84,4,2025-01-14T07:45:06.000954,cancelled
155,635,157,3,2025-01-14T07:45:06.000954,completed
156,635,57,1,2025-01-14T07:45:06.000954,completed
157,635,166,1,2025-01-14T07:45:06.000954,completed
158,635,17,4,2025-01-14T07:45:06.000954,completed
159,241,35,5,2024-10-26T23:39:09.670750,completed
160,241,100,2,2024-10-26T23:39:09.670750,pending
161,241,117,1,2024-10-26T23:39:09.670750,pending
162,241,95,5,2024-10-26T23:39:09.670750,completed
163,241,172,3,2024-10-26T23:39:09.670750,completed
164,380,114,3,2024-12-29T08:39:13.500082,completed
165,380,61,3,2024-12-29T08:39:13.500082,completed
166,661,16,2,2024-06-08T10:14:53.026477,cancelled
167,661,102,4,2024-06-08T10:14:53.026477,completed
168,661,71,2,2024-06-08T10:14:53.026477,completed
169,612,13,3,2024-08-09T10:36:27.863523,completed
170,129,53,5,2024-11-28T05:41:36.527274,completed
171,129,18,2,2024-11-28T05:41:36.527274,completed
172,129,196,2,2024-11-28T05:41:36.527274,completed
173,129,142,5,2024-11-28T05:41:36.527274,completed
174,129,54,2,2024-11-28T05:41:36.527274,refunded
175,554,45,1,2024-01-20T13:13:52.195280,completed
176,554,29,3,2024-01-20T13:13:52.195280,completed
177,554,170,2,2024-01-20T13:13:52.195280,completed
178,17,68,2,2024-02-05T08:22:30.067801,completed
179,17,14,5,2024-02-05T08:22:30.067801,completed
180,66,115,5,2024-01-04T11:14:41.665917,completed
181,66,200,5,2024-01-04T11:14:41.665917,completed
182,66,93,5,2024-01-04T11:14:41.665917,completed
183,66,132,5,2024-01-04T11:14:41.665917,completed
184,659,16,4,2024-06-17T00:34:48.236253,pending
185,437,126,4,2024-05-10T15:35:16.450217,completed
186,83,156,2,2025-09-25T03:42:49.540424,completed
187,83,38,5,2025-09-25T03:42:49.540424,completed
188,83,17,3,2025-09-25T03:42:49.540424,completed
189,612,76,1,2024-07-25T20:21:23.295118,completed
190,612,117,1,2024-07-25T20:21:23.295118,pending
191,612,130,5,2024-07-25T20:21:23.295118,completed
192,612,155,2,2024-07-25T20:21:23.295118,completed
193,612,111,2,2024-07-25T20:21:23.295118,completed
194,848,103,3,2025-11-04T02:54:50.864914,completed
195,848,107,3,2025-11-04T02:54:50.864914,completed
196,848,187,2,2025-11-04T02:54:50.864914,completed
197,848,25,4,2025-11-04T02:54:50.864914,completed
198,852,24,4,2024-04-11T08:31:19.899944,completed
199,757,34,5,2024-05-23T22:13:17.343165,cancelled
200,757,143,5,2024-05-23T22:13:17.343165,completed
201,757,16,1,2024-05-23T22:13:17.343165,completed
202,895,185,3,2025-04-03T15:16:24.579037,completed
203,895,14,5,2025-04-03T15:16:24.579037,completed
204,895,74,2,2025-04-03T15:16:24.579037,completed
205,895,154,2,2025-04-03T15:16:24.579037,pending
206,359,95,2,2024-02-03T07:59:27.535838,pending
207,359,30,5,2024-02-03T07:59:27.535838,refunded
208,359,196,5,2024-02-03T07:59:27.535838,completed
209,359,72,5,2024-02-03T07:59:27.535838,completed
210,359,147,3,2024-02-03T07:59:27.535838,completed
211,280,87,2,2024-01-22T23:32:02.635617,pending
212,280,90,5,2024-01-22T23:32:02.635617,completed
213,280,2,1,2024-01-22T23:32:02.635617,completed
214,649,24,5,2025-05-10T16:05:59.133344,completed
215,430,88,3,2025-06-07T03:54:26.403280,completed
216,430,41,5,2025-06-07T03:54:26.403280,completed
217,430,95,1,2025-06-07T03:54:26.403280,completed
218,430,80,5,2025-06-07T03:54:26.403280,completed
219,84,114,4,2025-01-18T19:30:45.816602,completed
220,84,170,4,2025-01-18T19:30:45.816602,completed
221,84,109,5,2025-01-18T19:30:45.816602,completed
222,441,73,5,2025-06-10T11:53:39.316160,completed
223,684,12,5,2024-06-01T02:11:24.319879,completed
224,684,57,2,2024-06-01T02:11:24.319879,completed
225,684,102,2,2024-06-01T02:11:24.319879,completed
226,783,75,1,2025-12-08T02:17:45.442826,completed
227,783,84,4,2025-12-08T02:17:45.442826,completed
228,783,31,4,2025-12-08T02:17:45.442826,completed
229,236,144,1,2025-07-10T10:14:28.877641,completed
230,236,172,4,2025-07-10T10:14:28.877641,cancelled
231,236,91,3,2025-07-10T10:14:28.877641,completed
232,236,19,5,2025-07-10T10:14:28.877641,completed
233,236,102,4,2025-07-10T10:14:28.877641,completed
234,415,84,2,2024-07-11T00:04:49.720806,pending
235,633,177,1,2024-02-09T11:15:20.288730,completed
236,633,93,5,2024-02-09T11:15:20.288730,completed
237,633,23,1,2024-02-09T11:15:20.288730,completed
238,633,112,3,2024-02-09T11:15:20.288730,completed
239,227,200,5,2024-07-04T12:42:45.636374,completed
240,227,44,5,2024-07-04T12:42:45.636374,completed
241,227,20,3,2024-07-04T12:42:45.636374,completed
242,982,61,2,2025-02-15T10:42:49.095764,completed
243,982,27,2,2025-02-15T10:42:49.095764,completed
244,779,46,4,2025-02-19T11:03:22.237609,completed
245,578,115,5,2024-11-01T10:23:54.335837,completed
246,578,175,3,2024-11-01T10:23:54.335837,completed
247,578,145,1,2024-11-01T10:23:54.335837,completed
248,578,165,3,2024-11-01T10:23:54.335837,completed
249,578,163,5,2024-11-01T10:23:54.335837,completed
250,520,80,4,2024-02-07T07:32:41.836381,completed
251,59,74,1,2025-03-08T15:24:05.085118,completed
252,59,20,5,2025-03-08T15:24:05.085118,completed
253,59,166,5,2025-03-08T15:24:05.085118,completed
254,811,116,5,2025-02-28T14:06:35.761194,completed
255,330,122,1,2025-09-15T00:11:43.412717,pending
256,330,129,3,2025-09-15T00:11:43.412717,refunded
257,330,39,1,2025-09-15T00:11:43.412717,completed
258,330,16,2,2025-09-15T00:11:43.412717,completed
259,330,116,4,2025-09-15T00:11:43.412717,refunded
260,537,157,4,2025-10-22T11:22:46.450837,completed
261,537,41,3,2025-10-22T11:22:46.450837,completed
262,537,94,1,2025-10-22T11:22:46.450837,completed
263,537,96,3,2025-10-22T11:22:46.450837,completed
264,537,73,1,2025-10-22T11:22:46.450837,completed
265,396,65,5,2025-10-04T23:06:32.492462,pending
266,396,186,3,2025-10-04T23:06:32.492462,completed
267,396,169,2,2025-10-04T23:06:32.492462,cancelled
268,318,34,3,2025-09-22T01:04:54.424040,completed
269,318,153,3,2025-09-22T01:04:54.424040,pending
270,318,182,5,2025-09-22T01:04:54.424040,completed
271,318,22,4,2025-09-22T01:04:54.424040,completed
272,19,80,3,2024-03-28T12:14:22.297221,cancelled
273,19,47,4,2024-03-28T12:14:22.297221,completed
274,19,55,2,2024-03-28T12:14:22.297221,completed
275,303,130,5,2024-07-07T04:11:49.522942,pending
276,905,10,2,2025-12-13T03:29:52.099746,completed
277,905,170,2,2025-12-13T03:29:52.099746,completed
278,905,87,5,2025-12-13T03:29:52.099746,pending
279,905,197,2,2025-12-13T03:29:52.099746,completed
280,905,159,1,2025-12-13T03:29:52.099746,completed
281,693,114,3,2025-01-29T12:53:55.479759,completed
282,693,157,4,2025-01-29T12:53:55.479759,completed
283,245,121,5,2024-03-09T22:42:02.245472,refunded
284,245,50,4,2024-03-09T22:42:02.245472,completed
285,245,95,4,2024-03-09T22:42:02.245472,completed
286,429,52,2,2024-09-10T19:16:25.780789,pending
287,429,155,1,2024-09-10T19:16:25.780789,completed
288,896,142,5,2025-03-10T02:18:16.154160,pending
289,896,27,3,2025-03-10T02:18:16.154160,completed
290,896,183,2,2025-03-10T02:18:16.154160,completed
291,928,38,3,2025-01-08T15:17:18.639423,cancelled
292,928,112,4,2025-01-08T15:17:18.639423,completed
293,928,24,5,2025-01-08T15:17:18.639423,completed
294,928,57,4,2025-01-08T15:17:18.639423,refunded
295,928,116,3,2025-01-08T15:17:18.639423,completed
296,327,183,3,2024-07-26T05:33:42.194374,completed
297,141,74,4,2025-10-18T21:04:07.587713,completed
298,143,115,1,2024-11-23T22:01:28.116866,completed
299,143,158,2,2024-11-23T22:01:28.116866,completed
300,143,2,5,2024-11-23T22:01:28.116866,completed
301,143,21,1,2024-11-23T22:01:28.116866,completed
302,244,32,4,2024-09-04T11:46:58.390725,completed
303,244,13,5,2024-09-04T11:46:58.390725,completed
304,244,62,1,2024-09-04T11:46:58.390725,pending
305,512,138,2,2025-07-05T11:17:19.168803,completed
306,512,5,3,2025-07-05T11:17:19.168803,completed
307,512,162,5,2025-07-05T11:17:19.168803,completed
308,512,132,5,2025-07-05T11:17:19.168803,completed
309,512,148,1,2025-07-05T11:17:19.168803,completed
310,370,135,5,2025-06-22T02:46:42.819714,completed
311,520,6,4,2024-12-14T10:44:07.034181,refunded
312,520,100,3,2024-12-14T10:44:07.034181,completed
313,520,121,3,2024-12-14T10:44:07.034181,completed
314,520,12,3,2024-12-14T10:44:07.034181,completed
315,520,163,1,2024-12-14T10:44:07.034181,completed
316,753,35,5,2025-12-11T13:21:27.812160,completed
317,753,12,2,2025-12-11T13:21:27.812160,pending
318,753,91,4,2025-12-11T13:21:27.812160,refunded
319,491,35,4,2025-12-01T04:51:29.975395,completed
320,491,17,2,2025-12-01T04:51:29.975395,completed
321,205,81,3,2023-12-31T06:58:47.632093,completed
322,835,122,2,2024-08-12T01:33:26.624485,completed
323,835,65,1,2024-08-12T01:33:26.624485,pending
324,835,10,3,2024-08-12T01:33:26.624485,completed
325,835,193,3,2024-08-12T01:33:26.624485,completed
326,835,166,4,2024-08-12T01:33:26.624485,completed
327,917,87,4,2025-04-01T14:44:50.202927,completed
328,917,48,5,2025-04-01T14:44:50.202927,completed
329,917,128,1,2025-04-01T14:44:50.202927,completed
330,917,178,1,2025-04-01T14:44:50.202927,completed
331,843,140,3,2025-11-16T08:14:03.845153,completed
332,843,76,3,2025-11-16T08:14:03.845153,completed
333,314,155,4,2025-02-11T12:56:01.434377,completed
334,314,184,1,2025-02-11T12:56:01.434377,completed
335,314,110,3,2025-02-11T12:56:01.434377,completed
336,314,43,4,2025-02-11T12:56:01.434377,completed
337,811,20,4,2025-04-28T08:35:23.014899,completed
338,821,8,5,2025-09-29T19:27:51.229714,completed
339,821,37,4,2025-09-29T19:27:51.229714,completed
340,69,200,3,2025-02-19T21:30:29.760189,completed
341,69,166,5,2025-02-19T21:30:29.760189,completed
342,158,95,1,2025-03-23T15:24:59.155319,completed
343,158,96,5,2025-03-23T15:24:59.155319,completed
344,158,114,3,2025-03-23T15:24:59.155319,completed
345,158,196,2,2025-03-23T15:24:59.155319,cancelled
346,27,128,4,2025-01-24T14:52:43.825344,cancelled
347,27,133,1,2025-01-24T14:52:43.825344,completed
348,267,55,4,2024-04-01T11:22:18.297062,completed
349,267,157,2,2024-04-01T11:22:18.297062,pending
350,267,74,4,2024-04-01T11:22:18.297062,completed
351,267,178,4,2024-04-01T11:22:18.297062,refunded
352,830,171,1,2025-12-07T17:02:06.850785,completed
353,830,89,3,2025-12-07T17:02:06.850785,pending
354,830,182,2,2025-12-07T17:02:06.850785,completed
355,950,93,2,2023-12-21T17:49:33.564201,completed
356,950,131,2,2023-12-21T17:49:33.564201,completed
357,243,7,3,2025-05-27T20:48:05.045916,completed
358,243,93,5,2025-05-27T20:48:05.045916,completed
359,243,142,1,2025-05-27T20:48:05.045916,completed
360,243,147,4,2025-05-27T20:48:05.045916,refunded
361,737,135,5,2024-06-21T06:41:16.997693,completed
362,737,106,3,2024-06-21T06:41:16.997693,completed
363,737,197,4,2024-06-21T06:41:16.997693,completed
364,737,105,5,2024-06-21T06:41:16.997693,completed
365,900,164,4,2024-04-06T10:17:20.336876,completed
366,900,151,1,2024-04-06T10:17:20.336876,pending
367,900,47,5,2024-04-06T10:17:20.336876,completed
368,900,197,2,2024-04-06T10:17:20.336876,completed
369,900,34,2,2024-04-06T10:17:20.336876,completed
370,964,73,5,2025-09-17T20:40:48.389784,completed
371,964,21,3,2025-09-17T20:40:48.389784,completed
372,964,65,1,2025-09-17T20:40:48.389784,completed
373,964,51,2,2025-09-17T20:40:48.389784,completed
374,964,163,5,2025-09-17T20:40:48.389784,completed
375,675,185,1,2025-09-06T16:27:23.526364,completed
376,675,155,5,2025-09-06T16:27:23.526364,completed
377,675,87,2,2025-09-06T16:27:23.526364,completed
378,675,145,4,2025-09-06T16:27:23.526364,completed
379,675,11,1,2025-09-06T16:27:23.526364,completed
380,643,75,4,2025-07-28T09:01:13.995848,completed
381,643,165,1,2025-07-28T09:01:13.995848,completed
382,643,78,2,2025-07-28T09:01:13.995848,completed
383,643,124,4,2025-07-28T09:01:13.995848,completed
384,643,63,3,2025-07-28T09:01:13.995848,completed
385,321,188,2,2025-11-28T02:35:55.133841,completed
386,321,89,5,2025-11-28T02:35:55.133841,completed
387,321,103,3,2025-11-28T02:35:55.133841,completed
388,126,116,1,2024-09-04T08:55:15.211376,completed
389,126,64,4,2024-09-04T08:55:15.211376,pending
390,126,37,4,2024-09-04T08:55:15.211376,completed
391,887,84,3,2025-01-11T10:14:54.891275,completed
392,887,148,2,2025-01-11T10:14:54.891275,completed
393,528,128,4,2025-12-02T03:12:09.640031,completed
394,528,79,2,2025-12-02T03:12:09.640031,completed
395,528,6,3,2025-12-02T03:12:09.640031,completed
396,528,24,3,2025-12-02T03:12:09.640031,completed
397,904,74,4,2024-04-01T03:35:30.184917,completed
398,904,138,3,2024-04-01T03:35:30.184917,completed
399,904,3,4,2024-04-01T03:35:30.184917,completed
400,904,28,4,2024-04-01T03:35:30.184917,completed
401,576,93,3,2025-01-04T05:21:31.420379,completed
402,576,142,5,2025-01-04T05:21:31.420379,completed
403,564,160,1,2025-03-10T22:08:15.510688,completed
404,564,175,1,2025-03-10T22:08:15.510688,completed
405,564,157,3,2025-03-10T22:08:15.510688,completed
406,375,51,5,2025-09-17T04:45:04.164604,completed
407,375,155,1,2025-09-17T04:45:04.164604,completed
408,141,122,2,2024-11-27T06:45:34.283772,completed
409,141,133,5,2024-11-27T06:45:34.283772,completed
410,141,117,5,2024-11-27T06:45:34.283772,completed
411,403,190,5,2025-08-28T18:03:22.480142,completed
412,403,77,5,2025-08-28T18:03:22.480142,completed
413,403,152,1,2025-08-28T18:03:22.480142,completed
414,403,87,1,2025-08-28T18:03:22.480142,refunded
415,403,130,5,2025-08-28T18:03:22.480142,completed
416,921,153,4,2024-04-11T02:56:46.224247,completed
417,672,148,4,2024-06-04T00:38:47.026803,completed
418,672,59,5,2024-06-04T00:38:47.026803,completed
419,672,185,4,2024-06-04T00:38:47.026803,completed
420,672,14,2,2024-06-04T00:38:47.026803,completed
421,672,150,1,2024-06-04T00:38:47.026803,completed
422,452,108,2,2025-02-04T14:06:25.575208,completed
423,452,39,5,2025-02-04T14:06:25.575208,cancelled
424,452,106,1,2025-02-04T14:06:25.575208,completed
425,532,144,4,2024-11-06T08:54:50.428305,completed
426,532,84,3,2024-11-06T08:54:50.428305,cancelled
427,471,88,3,2024-11-20T20:21:02.341192,completed
428,471,140,2,2024-11-20T20:21:02.341192,cancelled
429,471,91,3,2024-11-20T20:21:02.341192,completed
430,471,174,2,2024-11-20T20:21:02.341192,cancelled
431,471,198,3,2024-11-20T20:21:02.341192,completed
432,722,177,4,2024-07-16T15:31:27.768366,completed
433,722,181,3,2024-07-16T15:31:27.768366,completed
434,957,74,5,2024-11-04T00:14:59.454065,completed
435,957,32,4,2024-11-04T00:14:59.454065,pending
436,957,147,2,2024-11-04T00:14:59.454065,completed
437,295,89,4,2024-09-10T19:11:50.798712,completed
438,766,55,5,2024-09-12T18:58:44.181792,completed
439,766,52,2,2024-09-12T18:58:44.181792,completed
440,766,138,5,2024-09-12T18:58:44.181792,completed
441,766,70,1,2024-09-12T18:58:44.181792,completed
442,544,164,1,2025-11-12T21:27:19.900372,completed
443,544,60,3,2025-11-12T21:27:19.900372,completed
444,103,2,2,2025-04-13T08:45:46.819672,completed
445,103,141,4,2025-04-13T08:45:46.819672,completed
446,205,83,1,2024-02-07T15:57:45.322167,cancelled
447,205,74,1,2024-02-07T15:57:45.322167,completed
448,205,166,2,2024-02-07T15:57:45.322167,completed
449,741,45,4,2025-10-07T21:45:51.731179,pending
450,181,102,4,2025-06-11T21:43:23.167979,completed
451,767,10,5,2025-12-15T15:03:19.912795,completed
452,767,3,3,2025-12-15T15:03:19.912795,completed
453,767,77,5,2025-12-15T15:03:19.912795,completed
454,911,130,3,2025-05-05T14:14:37.899687,completed
455,911,120,1,2025-05-05T14:14:37.899687,completed
456,749,166,1,2025-05-31T02:04:15.278307,completed
457,749,66,3,2025-05-31T02:04:15.278307,completed
458,749,184,2,2025-05-31T02:04:15.278307,completed
459,749,48,4,2025-05-31T02:04:15.278307,pending
460,528,23,1,2024-05-16T02:44:10.999120,completed
461,528,103,2,2024-05-16T02:44:10.999120,completed
462,528,172,2,2024-05-16T02:44:10.999120,completed
463,393,115,3,2024-12-20T19:33:44.703546,cancelled
464,393,193,3,2024-12-20T19:33:44.703546,completed
465,587,67,3,2025-06-24T04:15:43.178513,completed
466,64,120,3,2024-03-24T06:40:44.212517,completed
467,703,181,3,2025-03-07T21:22:33.464803,completed
468,703,198,2,2025-03-07T21:22:33.464803,completed
469,703,80,2,2025-03-07T21:22:33.464803,completed
470,703,177,4,2025-03-07T21:22:33.464803,completed
471,703,31,5,2025-03-07T21:22:33.464803,completed
472,719,121,2,2025-07-17T14:54:19.528356,completed
473,719,194,5,2025-07-17T14:54:19.528356,pending
474,719,138,1,2025-07-17T14:54:19.528356,completed
475,719,171,5,2025-07-17T14:54:19.528356,completed
476,719,56,1,2025-07-17T14:54:19.528356,cancelled
477,115,141,5,2025-01-03T19:06:22.718739,completed
478,550,43,5,2024-10-05T12:46:21.459680,completed
479,550,84,2,2024-10-05T12:46:21.459680,completed
480,501,131,4,2024-12-30T15:14:00.000468,pending
481,465,132,4,2025-11-04T19:34:06.390717,completed
482,465,107,5,2025-11-04T19:34:06.390717,completed
483,827,186,3,2024-03-07T09:26:00.561129,pending
484,827,6,2,2024-03-07T09:26:00.561129,completed
485,827,102,1,2024-03-07T09:26:00.561129,completed
486,718,139,1,2024-10-22T22:56:57.230946,cancelled
487,71,9,2,2024-06-16T16:33:12.591393,completed
488,71,74,4,2024-06-16T16:33:12.591393,completed
489,71,105,4,2024-06-16T16:33:12.591393,completed
490,71,47,4,2024-06-16T16:33:12.591393,completed
491,700,35,5,2025-07-02T19:48:30.099624,completed
492,700,168,2,2025-07-02T19:48:30.099624,completed
493,700,90,2,2025-07-02T19:48:30.099624,pending
494,700,31,1,2025-07-02T19:48:30.099624,refunded
495,700,46,4,2025-07-02T19:48:30.099624,completed
496,558,137,4,2024-04-21T21:32:36.006946,completed
497,558,98,3,2024-04-21T21:32:36.006946,completed
498,558,59,1,2024-04-21T21:32:36.006946,completed
499,558,64,4,2024-04-21T21:32:36.006946,completed
500,959,62,2,2025-10-02T04:04:29.826334,completed
501,609,115,5,2024-01-12T16:26:29.416390,completed
502,894,63,1,2025-04-03T12:25:14.688139,completed
503,240,56,5,2025-05-31T18:29:55.600962,refunded
504,240,194,2,2025-05-31T18:29:55.600962,pending
505,240,199,5,2025-05-31T18:29:55.600962,completed
506,240,15,5,2025-05-31T18:29:55.600962,completed
507,240,36,3,2025-05-31T18:29:55.600962,completed
508,898,170,2,2024-09-21T03:36:48.900659,completed
509,898,134,3,2024-09-21T03:36:48.900659,completed
510,972,189,5,2025-03-19T19:47:01.523383,completed
511,972,45,3,2025-03-19T19:47:01.523383,cancelled
512,972,161,4,2025-03-19T19:47:01.523383,completed
513,972,174,3,2025-03-19T19:47:01.523383,completed
